Fiscal Year,Library,County,Principal Public?,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Collection,Collection Per Capita Served,Total Operating Income,Wages & Salaries Expenditures
2000,Vernon - Rockville,Tolland,P,133,29269,85321,2.9,9182,0.31,6559,0.2,123057,4.2,157,4584,51010,1.7,686573,305425
2000,Voluntown,New London,P,145,2208,5035,2.3,1167,0.53,206,0.1,7193,3.3,,,8553,3.9,24713,
2000,Wallingford,New Haven,P,96,40998,274200,6.7,34316,0.84,65624,1.6,490599,12,434,17452,200351,4.9,1760740,978813
2000,Warren,Litchfield,P,22,1307,4200,3.2,500,0.38,120,0.1,5604,4.3,69,69,12775,9.8,31174,
2000,Washington - Gunn,Litchfield,P,14,4040,27716,6.9,1781,0.44,7800,1.9,46126,11.4,167,2160,34105,8.4,322022,127377
2000,Waterbury - Silas Bron.,New Haven,P,162,104263,265432,2.5,46169,0.44,107199,1,188567,1.8,507,24923,402739,3.8,2234531,1626939
2000,Waterford,New London,P,7,17917,75706,4.2,12609,0.7,12963,0.7,225957,12.6,499,8808,112525,6.3,1104145,720355
2000,Watertown,Litchfield,P,109,21689,68788,3.2,12247,0.56,44732,2.1,155090,7.2,98,4178,63247,2.9,697650,286810
2000,West Hartford,Hartford,P,50,55951,502353,9,28539,0.51,153384,2.7,843695,15.1,1585,32772,305455,5.5,3046426,1842719
2000,West Haven,New Haven,P,155,51639,134608,2.6,29795,0.58,12691,0.2,267580,5.2,139,8237,153289,3,1210576,643155
2000,Westbrook,Middlesex,P,34,5617,39000,6.9,3500,0.62,4158,0.7,61365,10.9,99,1420,39712,7.1,278813,148103
2000,Weston,Fairfield,P,5,8846,39024,4.4,,,5878,0.7,91419,10.3,1479,2800,55524,6.3,296916,179413
2000,Westport,Fairfield,P,4,24221,465724,19.2,14220,0.59,93318,3.9,648415,26.8,659,22117,197809,8.2,3353867,1740640
2000,Wethersfield,Hartford,P,71,25095,303159,12.1,11074,0.44,17169,0.7,205778,8.2,120,2785,139699,5.6,919714,552714
2000,Willington,Tolland,P,141,6131,17270,2.8,3324,0.54,5000,0.8,19465,3.2,10,1355,15776,2.6,71018,40489
2000,Wilton,Fairfield,P,6,16637,221599,13.3,,,28705,1.7,270734,16.3,327,6152,123636,7.4,1622503,776700
2000,Winchester - Beardsley,Litchfield,P,142,16290,24000,1.5,6868,0.42,5300,0.3,68870,4.2,163,,45454,2.8,373568,112462
2000,Windham - Guilford Sm,Windham,N,165,,5616,0.3,907,0.04,260,0,8037,0.4,48,568,9988,0.5,70373,
2000,Windham - Willimantic,Windham,P,165,23184,140000,6,15099,0.65,1500,0.1,74361,3.2,48,1659,60880,2.6,463095,293483
2000,Windham Free,Windham,N,165,,15600,0.7,578,0.03,120,0,11113,0.5,4,78,8721,0.4,30496,
2000,Windsor,Hartford,P,73,27475,258620,9.4,14620,0.53,37252,1.4,291034,10.6,645,12307,126903,4.6,1063388,604610
2000,Windsor Locks,Hartford,P,72,11944,50256,4.2,4475,0.37,10267,0.9,52855,4.4,70,1324,56461,4.7,315260,140099
2000,Wolcott,New Haven,P,118,14681,57510,3.9,4960,0.34,11474,0.8,88050,6,212,2064,55500,3.8,289909,150417
2000,Woodbridge,New Haven,P,12,9425,38948,4.1,8701,1.05,6851,0.7,129184,13.7,249,4441,62793,7.6,1432409,336924
2000,Woodbury,Litchfield,P,46,8544,37691,4.4,8162,0.94,16000,1.9,115311,13.5,390,7144,70467,8.1,452758,218760
2000,Woodstock - Bracken,Windham,N,104,,29027,4.4,2572,0.39,4373,0.7,50915,7.7,38,1100,19177,2.9,178595,100525
2001,Andover,Tolland,P,111,3036,9775,3.2,1735,0.57,760,0.3,21156,7,100,1275,16929,5.6,81468,50308
2001,Ansonia,New Haven,P,156,18554,,,12795,0.69,,,82002,4.4,325,6120,79186,4.3,541468,319692
2001,Ashford-Babcock,Windham,P,134,4098,13823,3.4,1688,0.41,476,0.1,19936,4.9,61,2272,20518,5,280892,79083
2001,Avon,Hartford,P,18,15832,159380,10.1,8306,0.52,29010,1.8,236344,14.9,3858,9731,81218,5.1,1005003,550983
2001,Beacon Falls,New Haven,P,118,5246,9204,1.8,1625,0.31,1050,0.2,10836,2.1,118,2131,7993,1.5,52549,39114
2001,Berlin-Peck,Hartford,P,56,18215,74412,4.1,7217,0.4,13787,0.8,216064,11.9,445,8534,89052,4.9,750855,402551
2001,Bethany - Clark,New Haven,P,52,5040,17500,3.5,3000,0.6,600,0.1,44205,8.8,46,575,35368,7,83115,44183
2001,Bethel,Fairfield,P,67,18067,161532,8.9,12969,0.72,15329,0.8,140006,7.7,254,5116,94174,5.2,618494,386346
2001,Bethlehem,Litchfield,P,63,3422,16519,4.8,2599,0.76,2689,0.8,30050,8.8,98,1277,26152,7.6,85802,52879
2001,Bloomfield - Prosser,Hartford,P,59,19587,,,9516,0.49,10927,0.6,235958,12,658,14538,107477,5.5,1154318,750285
2001,Bolton - Bentley,Tolland,P,88,5017,,,2800,0.56,2162,0.4,53699,10.7,61,1101,41277,8.2,170806,110110
2001,Branford - Blackstone,New Haven,P,49,28683,66568,2.3,24027,0.84,62036,2.2,192984,6.7,167,13205,85915,3,888929,517810
2001,Branford - Willoughby,New Haven,N,49,,3700,,4950,,1500,,37835,,43,7550,22750,0.8,142868,87492
2001,Bridgeport,Fairfield,P,166,139529,416618,3,63656,0.46,98047,0.7,405153,2.9,969,13769,472900,3.4,4082429,2890826
2001,Bridgewater - Burnham,Litchfield,P,20,1824,17029,9.3,1350,0.74,1051,0.6,22846,12.5,142,5755,29721,16.3,99907,56448
2001,Bristol,Hartford,P,135,60062,285000,4.7,16823,0.28,30622,0.5,343245,5.7,855,24195,155722,2.6,1400016,914898
2001,Brookfield,Fairfield,P,33,15664,96377,6.2,6752,0.43,30821,2,130436,8.3,195,5581,62195,4,473386,331255
2001,Brooklyn,Windham,P,150,7173,13000,1.8,2126,0.3,1600,0.2,28081,3.9,2,340,23158,3.2,121817,40135
2001,Burlington,Hartford,P,69,8190,39900,4.9,3772,0.46,865,0.1,48577,5.9,158,2770,35031,4.3,169829,103409
2001,Canaan - David Hunt,Litchfield,P,54,1081,17004,15.7,729,0.67,1141,1.1,15771,14.6,123,2378,27451,25.4,79388,46753
2001,Canterbury,Windham,P,151,4692,7145,1.5,1617,0.34,1220,0.3,14604,3.1,5,55,12106,2.6,48621,27364
2001,Canton,Hartford,P,57,8840,65884,7.5,4194,0.47,13668,1.5,86467,9.8,201,3969,45724,5.2,333265,239018
2001,Chaplin,Windham,P,137,2250,7330,3.3,1100,0.49,400,0.2,7500,3.3,2,75,16697,7.4,45603,21050
2001,Cheshire,New Haven,P,55,28543,101000,3.5,25807,0.9,31443,1.1,304789,10.7,242,5988,116482,4.1,1090057,837387
2001,Chester,Middlesex,P,58,3743,22145,5.9,2800,0.75,1227,0.3,33149,8.9,57,913,15352,4.1,75307,56324
2001,Clinton - Henry C. Hull,Middlesex,P,90,13094,,,7636,0.58,,,267311,20.4,164,4360,55460,4.2,549088,284384
2001,Colchester - Cragin,New London,P,126,14551,58000,4,11650,0.8,5550,0.4,107954,7.4,383,5581,48105,3.3,265810,167138
2001,Columbia - S.B. Little,Tolland,P,82,4971,11400,2.3,3316,0.67,15003,3,43080,8.7,38,728,31996,6.4,186011,98075
2001,Cornwall,Litchfield,P,10,1434,8000,5.6,650,0.45,,,14652,10.2,57,1184,16998,11.9,57599,35744
2001,Coventry - Booth Dim,Tolland,P,129,11504,50000,4.3,5749,0.5,1955,0.2,84475,7.3,215,4125,48532,4.2,235901,125666
2001,Cromwell,Middlesex,P,98,12871,52210,4.1,5186,0.4,4818,0.4,83924,6.5,184,3904,68038,5.3,392229,270528
2001,Danbury,Fairfield,P,83,74848,449470,6,22565,0.3,42680,0.6,428760,5.7,429,13130,118262,1.6,1892378,1327495
2001,Darien,Fairfield,P,2,19607,354001,18.1,17176,0.88,34350,1.8,583322,29.8,427,12902,163063,8.3,2173482,1190689
2001,Deep River,Middlesex,P,79,4610,30732,6.7,3119,0.68,2410,0.5,32142,7,121,1010,22929,5,96100,60105
2001,Derby,New Haven,P,144,12391,63065,5.1,4291,0.35,3640,0.3,40166,3.2,432,6746,41043,3.3,202585,201168
2001,Derby Neck,New Haven,P,,,9070,,1235,,326,,14171,,57,670,55686,4.5,195981,80452
2001,Durham,Middlesex,P,85,6627,83666,12.6,4627,0.7,16205,2.4,112711,17,390,7965,51262,7.7,324596,195345
2001,East Granby,Hartford,P,42,4745,30000,6.3,3000,0.63,934,0.2,25363,5.3,318,1756,26933,5.7,88728,51798
2001,East Haddam,Middlesex,P,84,8333,16304,2,4729,0.57,328,0,20528,2.5,180,2693,16895,2,107519,52891
2001,East Haddam - Rathbun,Middlesex,N,,,26158,,2540,,6237,,29073,,103,1033,21781,2.6,155666,103134
2001,East Hampton,Middlesex,P,110,13352,62164,4.7,8810,0.66,6904,0.5,81213,6.1,294,5112,46900,3.5,255408,162570
2001,East Hartford,Hartford,P,139,49575,37778,0.8,19578,0.39,50613,1,190881,3.9,386,8005,233085,4.7,922135,600643
2001,East Haven - Hagaman,New Haven,P,148,28189,99300,3.5,22507,0.8,2650,0.1,139107,4.9,176,3322,65769,2.3,596285,315690
2001,East Lyme,New London,P,77,18118,75000,4.1,20553,1.13,10928,0.6,158304,8.7,,4671,100672,5.6,785350,439529
2001,East Windsor - Warehouse,Hartford,P,105,9818,24984,2.5,5765,0.59,,,49154,5,104,1320,36143,3.7,337524,159429
2001,Eastford,Windham,P,109,1618,3661,2.3,518,0.32,,,6312,3.9,1,10,11735,7.3,34271,19378
2001,Easton,Fairfield,P,9,7272,72800,10,5059,0.7,12480,1.7,104649,14.4,51,2856,60792,8.4,382718,214353
2001,Ellington - Hall,Tolland,P,113,12921,87364,6.8,9526,0.74,4461,0.3,119544,9.3,126,3003,51268,4,388786,212796
2001,Enfield,Hartford,P,133,45212,235386,5.2,13608,0.3,19574,0.4,225278,5,296,8271,124364,2.8,1014226,671610
2001,Essex,Middlesex,P,28,6505,40000,6.1,5000,0.77,4680,0.7,43241,6.6,199,3422,28275,4.3,257834,131661
2001,Fairfield,Fairfield,P,22,57340,528143,9.2,55019,0.96,57750,1,692267,12.1,513,6758,296319,5.2,3176396,1701972
2001,Fairfield - Pequot,Fairfield,N,,,96636,,3214,,5252,,54409,,277,15125,110335,1.9,1058371,396171
2001,Farmington,Hartford,P,24,23641,195298,8.3,10786,0.46,50926,2.2,352835,14.9,992,23643,168114,7.1,1812924,1073302
2001,Glastonbury - Wells-T.,Hartford,P,38,31876,322793,10.1,15395,0.48,16538,0.5,413873,13,303,11522,130398,4.1,1257529,656276
2001,"Glastonbury, East",Hartford,N,,,11675,,360,,80,,14889,,,,17179,0.5,22559,
2001,Goshen,Litchfield,P,30,2697,6279,2.3,1880,0.7,238,0.1,18104,6.7,86,1848,21526,8,93881,51314
2001,Granby,Hartford,P,65,10347,76232,7.4,6500,0.63,14843,1.4,138232,13.4,316,6963,60262,5.8,333690,251547
2001,Greenwich,Fairfield,P,1,61101,630583,10.3,41185,0.67,167440,2.7,1038646,17,934,39779,416045,6.8,6241395,3357408
2001,Greenwich - Perrot,Fairfield,N,,,197751,,54000,,8907,,193806,,325,8144,67667,1.1,1047631,700009
2001,Griswold - Slater,New London,P,160,10807,24480,2.3,4790,0.44,2621,0.2,26330,2.4,55,1618,22824,2.1,162175,45061
2001,Groton,New London,P,123,39907,268523,6.7,27153,0.68,48776,1.2,339765,8.5,626,14775,119032,3,1883279,1201929
2001,Groton - Bill,New London,N,,39907,15000,0.4,500,0.01,,,16100,0.4,21,250,21250,0.5,135275,
2001,Groton - Mystic,New London,N,,,65000,1.6,5289,0.13,,,88622,2.2,115,195,46480,1.2,404903,214948
2001,Guilford,New Haven,P,36,21398,350000,16.4,17513,0.82,48610,2.3,266334,12.4,415,13759,121939,5.7,842414,612110
2001,Haddam - Brainerd,Middlesex,P,45,7157,52332,7.3,1500,0.21,3850,,34233,4.8,120,2319,20345,2.8,224599,115002
2001,Hamden,New Haven,P,124,56913,306282,5.4,24890,0.44,20606,0.4,454045,8,273,5031,181563,3.2,1709140,1204440
2001,Hampton - Fletcher,Windham,P,130,1758,2645,1.5,661,0.38,32,0,4706,2.7,,,15287,8.7,19611,3500
2001,Hartford,Hartford,P,169,121578,578485,4.8,52618,0.43,345943,2.8,539660,4.4,4594,130364,471495,3.9,6010815,4524070
2001,Hartland,Hartford,P,95,2012,400,0.2,1100,0.55,20,0,867,0.4,12,110,6635,3.3,7416,
2001,Harwinton,Litchfield,P,74,5283,24055,4.6,3043,0.58,1489,0.3,42934,8.1,157,3132,30271,5.7,112847,71386
2001,Hebron - Douglas,Tolland,P,99,8610,68000,7.9,8009,0.93,,,107156,12.4,124,4752,44363,5.2,339757,168186
2001,Kent,Litchfield,P,39,2858,40000,14,1166,0.41,1010,0.4,23326,8.2,220,2025,23721,8.3,134876,65112
2001,Killingly,Windham,P,159,16472,123000,7.5,15746,0.96,3500,0.2,128548,7.8,231,4927,58016,3.5,537054,276337
2001,Killingworth,Middlesex,P,70,6018,36308,6,3748,0.62,2439,0.4,60336,10,57,1485,30896,5.1,206534,99828
2001,Lebanon - JonTrumbull,New London,P,116,6907,59200,8.6,5300,0.77,2700,0.4,50409,7.3,173,2263,42986,6.2,126471,48120
2001,Ledyard,New London,P,115,14687,89458,6.1,8083,0.55,7455,0.5,153559,10.5,417,9850,72564,4.9,490975,307250
2001,Litchfield - OWL,Litchfield,P,61,8316,32240,3.9,3783,0.45,2988,0.4,71990,8.7,,2710,49324,5.9,392926,207889
2001,"Litchfield, Gilbert",Litchfield,N,,,3300,,368,,,,2496,,16,,9482,1.1,25728,8700
2001,Lyme,New London,P,14,2016,10771,5.3,1014,0.5,871,0.4,15936,7.9,59,735,25137,12.5,116537,58215
2001,Madison - E.C.Scranton,New Haven,P,25,17858,,,9281,0.52,,,209667,11.7,616,16201,97922,5.5,893195,410812
2001,Manchester,Hartford,P,127,54740,377888,6.9,25466,0.47,38355,0.7,800397,14.6,569,16120,196427,3.6,2098704,1186403
2001,Mansfield,Tolland,P,164,20720,85000,4.1,5302,0.26,2954,0.1,191681,9.3,262,4956,68228,3.3,505466,346743
2001,Marlborough-Richmond,Hartford,P,87,5709,52034,9.1,3491,0.61,3198,0.6,129590,22.7,44,4581,34756,6.1,274819,137467
2001,Meriden,New Haven,P,158,58244,299000,5.1,45640,0.78,79628,1.4,518413,8.9,347,35076,244650,4.2,1696105,1246740
2001,Middlebury,New Haven,P,31,6451,50000,7.8,2966,0.46,7324,1.1,87697,13.6,495,12001,51814,8,270900,156127
2001,Middlefield - Levi Coe,Middlesex,P,91,4203,23935,5.7,2644,0.63,1531,0.4,25927,6.2,181,1942,25621,6.1,176291,92330
2001,Middletown - Russell,Middlesex,P,125,43167,270346,6.3,26113,0.6,68263,1.6,502124,11.6,495,12204,191939,4.4,2295929,1696599
2001,Milford,New Haven,P,72,52305,,,30938,0.59,37013,0.7,262857,5,168,5969,106242,2,866570,624744
2001,Monroe - Edith Wheeler,Fairfield,P,51,19247,117637,6.1,9072,0.47,10605,0.6,158778,8.2,173,3943,79466,4.1,480795,307932
2001,Montville - Raymond,New London,P,128,18546,12376,0.7,6700,0.36,1344,0.1,26397,1.4,4,236,23326,1.3,63384,39891
2001,Morris,Litchfield,P,53,2301,,,,0,,,,,,,,,,
2001,Naugatuck - Howard W.,New Haven,P,146,30989,170869,5.5,10068,0.32,14745,0.5,89271,2.9,275,4274,78585,2.5,852793,370928
2001,New Britain,Hartford,P,167,71538,222657,3.1,22367,0.31,85341,1.2,303292,4.2,1935,44047,249376,3.5,2476935,1427446
2001,New Canaan,Fairfield,P,3,19395,358000,18.5,15191,0.78,44382,2.3,349703,18,860,17135,165414,8.5,1706357,950607
2001,New Fairfield,Fairfield,P,44,13953,101920,7.3,5650,0.4,3024,0.2,153571,11,182,4906,51610,3.7,375786,275704
2001,New Hartford-Bakerville,Litchfield,N,,,2000,,1005,,,,19324,,52,660,11082,1.8,,
2001,New Hartford-Licia M.B.,Litchfield,P,89,6088,48000,7.9,4260,0.7,140,0,65282,10.7,134,2537,34649,5.7,257462,118229
2001,New Haven,New Haven,P,168,123626,463828,3.8,31736,0.26,160857,1.3,208241,1.7,418,10052,433756,3.5,4058629,2783056
2001,New London,New London,P,163,25671,283552,11,19943,0.78,25132,1,145872,5.7,392,7663,78512,3.1,670760,291056
2001,New Milford,Litchfield,P,68,27121,416000,15.3,11373,0.42,13478,0.5,238112,8.8,456,10459,81969,3,891761,510975
2001,Newington - LucyWelles,Hartford,P,93,29306,288216,9.8,13896,0.47,68646,2.3,444307,15.2,464,25649,129843,4.4,1407185,947895
2001,Newtown - Cyr.Booth,Fairfield,P,43,25031,112000,4.5,12806,0.51,45206,1.8,176570,7.1,432,10435,87172,3.5,726044,381648
2001,Norfolk,Litchfield,P,48,1660,20499,12.3,1022,0.62,710,0.4,27837,16.8,164,,30547,18.4,253304,111258
2001,North Branford,New Haven,P,104,13906,49550,3.6,8701,0.63,4005,0.3,112922,8.1,168,4171,68144,4.9,464103,273536
2001,North Canaan - Douglas,Litchfield,P,122,3350,14612,4.4,3000,0.9,800,0.2,15655,4.7,57,745,18188,5.4,63672,40123
2001,North Haven,New Haven,P,40,23035,30122,1.3,19750,0.86,2275,0.1,78013,3.4,63,1016,97281,4.2,706621,480952
2001,North Stonington-Wheeler,New London,P,94,4991,70812,14.2,4266,0.85,4201,0.8,46314,9.3,35,568,42245,8.5,91572,53900
2001,Norwalk,Fairfield,P,41,82951,428000,5.2,25939,0.31,52609,0.6,395870,4.8,201,5356,283741,3.4,2842149,2073320
2001,"Norwalk, East",Fairfield,N,,,4784,,437,,510,,10722,,2,10,20950,0.3,,74000
2001,"Norwalk, Rowayton",Fairfield,N,,,,,4600,,,,25801,,76,2874,58599,0.7,146824,84187
2001,Norwich - Otis,New London,P,155,36117,153000,4.2,18785,0.52,21849,0.6,197424,5.5,99,2471,101924,2.8,988796,591826
2001,Old Lyme - Phoebe,New London,P,19,7406,33540,4.5,6817,0.92,3180,0.4,76077,10.3,251,2653,41312,5.6,501010,254384
2001,Old Saybrook - Acton,Middlesex,P,26,10367,130309,12.6,4590,0.44,2259,0.2,206814,19.9,176,4639,60768,5.9,419717,245199
2001,Orange - Case,New Haven,P,29,13233,51000,3.9,12056,0.91,9450,0.7,165014,12.5,244,6311,84365,6.4,479526,249708
2001,Oxford,New Haven,P,81,9821,10400,1.1,2000,0.2,12000,1.2,,,146,5140,28336,2.9,165768,97718
2001,Plainfield - Aldrich,Windham,P,161,14619,11908,0.8,3975,0.27,3725,0.3,16463,1.1,25,706,28853,2,62752,26768
2001,Plainville,Hartford,P,120,17328,80279,4.6,6104,0.35,7631,0.4,146910,8.5,411,13720,106393,6.1,499378,104885
2001,Plymouth - Terryville,Litchfield,P,143,11634,,,4275,0.37,5760,0.5,60511,5.2,319,4376,54563,4.7,333889,193296
2001,"Plymouth, Library Assn.",Litchfield,N,,,1850,,,,12,,1831,,,,9205,0.8,19932,10500
2001,Pomfret,Windham,P,102,3798,4170,1.1,2003,0.53,360,0.1,13582,3.6,29,305,25973,6.8,38952,20359
2001,Portland,Middlesex,P,101,8732,105000,12,4478,0.51,,,163405,18.7,199,4240,68028,7.8,571125,357469
2001,Preston,New London,P,132,4688,13500,2.9,1372,0.29,1520,0.3,25521,5.4,68,686,24304,5.2,117527,72530
2001,Prospect,New Haven,P,106,8707,29000,3.3,6500,0.75,7002,0.8,72903,8.4,108,1720,38646,4.4,252066,124359
2001,Putnam,Windham,P,152,9002,22951,2.5,6552,0.73,7124,0.8,50276,5.6,124,2157,38974,4.3,365928,164002
2001,Redding - Mark Twain,Fairfield,P,7,8270,36393,4.4,4785,0.58,1119,0.1,42704,5.2,126,2500,36578,4.4,327252,162874
2001,Ridgefield,Fairfield,P,8,23643,323693,13.7,12900,0.55,15392,0.7,355879,15.1,620,14772,115836,4.9,1547250,798354
2001,Rocky Hill-Cora Belden,Hartford,P,73,17966,170560,9.5,7832,0.44,19031,1.1,237333,13.2,233,7350,71484,4,776936,523053
2001,Roxbury - Minor,Litchfield,P,12,2136,19198,9,,0,1935,0.9,20415,9.6,135,2666,33010,15.5,159876,76786
2001,Salem,New London,P,103,3858,19872,5.2,3107,0.81,1976,0.5,32535,8.4,25,266,20210,5.2,17455,
2001,Salisbury - Scoville,Litchfield,P,13,3977,45000,11.3,1678,0.42,3500,0.9,56044,14.1,106,2150,32072,8.1,342520,148516
2001,Scotland,Windham,P,136,1556,2184,1.4,770,0.49,117,0.1,3331,2.1,20,143,9069,5.8,12691,8807
2001,Seymour,New Haven,P,119,15454,54052,3.5,9270,0.6,3891,0.3,74326,4.8,101,2030,50516,3.3,395580,216087
2001,Sharon - Hotchkiss,Litchfield,P,21,2968,10920,3.7,2355,0.79,520,0.2,25946,8.7,68,420,23752,8,134087,88052
2001,Shelton - Plumb,Fairfield,P,60,38101,170230,4.5,15884,0.42,26025,0.7,235337,6.2,278,4111,155422,4.1,800607,517513
2001,Sherman,Fairfield,P,16,3827,39400,10.3,1923,0.5,1104,0.3,50584,13.2,211,3122,23025,6,137787,62874
2001,Simsbury,Hartford,P,34,23234,277211,11.9,12941,0.56,44644,1.9,435877,18.8,718,23429,142170,6.1,1047834,703746
2001,Somers,Tolland,P,114,10417,66000,6.3,3841,0.37,6500,0.6,84225,8.1,127,2076,46792,4.5,334392,170655
2001,South Windsor,Hartford,P,66,24412,166704,6.8,10762,0.44,13369,0.5,214600,8.8,279,5785,110351,4.5,983049,493983
2001,"South Windsor, Wood",Hartford,N,,,6000,,594,,72,,2738,,33,2064,15650,0.6,91408,37888
2001,Southbury,New Haven,P,35,18567,185432,10,8887,0.48,22163,1.2,219615,11.8,401,8273,84881,4.6,512515,305146
2001,Southington,Hartford,P,92,39728,289000,7.3,19390,0.49,68436,1.7,220228,5.5,322,4492,141992,3.6,1137488,620405
2001,Sprague,New London,P,149,2971,4387,1.5,956,0.32,56,0,5231,1.8,3,11,16020,5.4,32202,24981
2001,Stafford,Tolland,P,147,11307,30000,2.7,7200,0.64,1020,0.1,49610,4.4,159,3364,32129,2.8,277410,131480
2001,Stamford - Ferguson,Fairfield,P,27,117083,692087,5.9,63093,0.54,211864,1.8,890844,7.6,1168,43328,454316,3.9,6897502,3763908
2001,Sterling,Windham,P,153,3099,6924,2.2,1973,0.64,2212,0.7,27605,8.9,34,340,18125,5.8,53792,27081
2001,Stonington,New London,P,47,17906,26900,1.5,5755,0.32,965,0.1,58803,3.3,411,5660,37723,2.1,317436,114964
2001,Stratford,Fairfield,P,96,49976,177195,3.5,30066,0.6,45068,0.9,323288,6.5,2419,46786,162827,3.3,2248308,1245999
2001,Suffield - Kent,Hartford,P,62,13552,127500,9.4,5566,0.41,9360,0.7,140818,10.4,180,3236,88284,6.5,331746,231042
2001,Thomaston,Litchfield,P,121,7503,65000,8.7,3483,0.46,5000,0.7,94941,12.7,500,13000,52535,7,328942,184989
2001,Thompson,Windham,P,154,8878,48272,5.4,7125,0.8,7384,0.8,72167,8.1,215,4288,43523,4.9,261642,157009
2001,Tolland,Tolland,P,97,13146,78418,6,8546,0.65,25480,1.9,131132,10,175,2826,56052,4.3,284111,212332
2001,Torrington,Litchfield,P,140,35202,40404,1.1,8717,0.25,,,126501,3.6,86,1522,48511,1.4,479344,220481
2001,Trumbull,Fairfield,P,37,34243,235920,6.9,25234,0.74,23215,0.7,337658,9.9,1201,6117,159768,4.7,1147519,731427
2001,Union,Tolland,P,108,693,3660,5.3,234,0.34,,,5554,8,,,12809,18.5,27886,11548
2001,Vernon - Rockville,Tolland,P,138,28063,88684,3.2,9225,0.33,5575,0.2,132200,4.7,155,4567,52651,1.9,781833,321616
2001,Voluntown,New London,P,142,2528,11164,4.4,877,0.35,355,,12030,4.8,104,686,10020,4,32047,15000
2001,Wallingford,New Haven,P,86,43026,281200,6.5,31216,0.73,61500,1.4,498739,11.6,456,19081,205018,4.8,1851164,1028518
2001,Warren,Litchfield,P,23,1254,3803,3,666,0.53,124,0.1,4412,3.5,70,787,10639,8.5,25659,13537
2001,Washington - Gunn,Litchfield,P,17,3596,4633,1.3,2634,0.73,7800,2.2,55193,15.3,149,2589,34315,9.5,169914,140841
2001,Waterbury - Silas Bron.,New Haven,P,162,107271,227937,2.1,55913,0.52,97245,0.9,246849,2.3,325,19732,257918,2.4,1944782,1544837
2001,Waterford,New London,P,11,19152,,,10844,0.57,13395,0.7,211159,11,369,7290,108070,5.6,1004737,685126
2001,Watertown,Litchfield,P,112,21661,72862,3.4,13841,0.64,41528,1.9,146071,6.7,80,5600,69310,3.2,642830,307957
2001,West Hartford,Hartford,P,50,63589,499853,7.9,27177,0.43,158714,2.5,896477,14.1,1034,31361,301967,4.7,3094774,1923997
2001,West Haven,New Haven,P,157,52360,,,32162,0.61,10129,0.2,181387,3.5,230,3760,165059,3.2,1167742,655294
2001,Westbrook,Middlesex,P,32,6292,39000,6.2,2205,0.35,4040,0.6,58733,9.3,178,2027,37801,6,262685,158229
2001,Weston,Fairfield,P,5,10037,46644,4.6,10011,1,,,88817,8.8,211,8550,51642,5.1,321441,177455
2001,Westport,Fairfield,P,4,25749,543746,21.1,15131,0.59,92728,3.6,709314,27.5,758,24412,209302,8.1,3353077,1818610
2001,Wethersfield,Hartford,P,71,26271,327412,12.5,10352,0.39,17891,0.7,222779,8.5,388,13529,112478,4.3,1009987,608583
2001,Willington,Tolland,P,131,5959,17443,2.9,3000,0.5,5050,0.8,21608,3.6,11,582,18020,3,75354,40824
2001,Wilton,Fairfield,P,6,17633,222385,12.6,17907,1.02,29255,1.7,277082,15.7,428,9955,127013,7.2,1673805,804425
2001,Winchester - Beardsley,Litchfield,P,141,10664,6292,0.6,10181,0.95,549,0.1,77396,7.3,187,3357,52082,4.9,261986,108073
2001,Windham - Guilford Sm,Windham,N,,,5824,,905,,312,,8898,,58,1167,10510,0.5,93096,23466
2001,Windham - Willimantic,Windham,P,165,22857,150000,6.6,12779,0.56,2000,0.1,77517,3.4,159,2854,62292,2.7,477843,299614
2001,Windham Free,Windham,N,,,17500,,555,,126,,10967,,105,174,8889,0.4,30059,21320
2001,Windsor,Hartford,P,80,28237,277689,9.8,15271,0.54,25176,0.9,286407,10.1,690,14154,136992,4.9,1105075,658507
2001,Windsor Locks,Hartford,P,75,12043,4120,0.3,5336,0.44,,,54593,4.5,185,2550,62259,5.2,292546,161268
2001,Wolcott,New Haven,P,117,15215,50000,3.3,5950,0.39,5200,0.3,96411,6.3,155,2000,55099,3.6,310573,164444
2001,Woodbridge,New Haven,P,15,8983,,,10600,1.18,6819,0.8,148285,16.5,356,7542,73956,8.2,612913,380763
